split,model,budget_fraction,high_risk_recall,exposure_capture,exposure_ndcg
test_2024,extra_trees,0.2,0.7568493150684932,0.6655954624455224,0.6016156591636868
test_2024,extra_trees,0.3,0.8613013698630136,0.7749624554727522,0.640632370951533
test_2024,hist_gradient_boosting,0.01,0.09246575342465753,0.0974775278885704,0.311406732131691
test_2024,hist_gradient_boosting,0.02,0.1695205479452055,0.18946651791235306,0.40777748889453125
test_2024,hist_gradient_boosting,0.05,0.3578767123287671,0.323643306357559,0.47743241326795055
test_2024,hist_gradient_boosting,0.1,0.5616438356164384,0.4685630524876871,0.5379455263891392
test_2024,hist_gradient_boosting,0.2,0.7585616438356164,0.6535003506859474,0.6094331044963156
test_2024,hist_gradient_boosting,0.3,0.8476027397260274,0.7622087523865876,0.6475629260464245
test_2024,lightgbm,0.01,0.09417808219178082,0.08976907025399004,0.2927569252302222
test_2024,lightgbm,0.02,0.1695205479452055,0.17368213957056677,0.3788913159905006
test_2024,lightgbm,0.05,0.3578767123287671,0.3108785676821074,0.4587766260704928
test_2024,lightgbm,0.1,0.5565068493150684,0.46674399036305225,0.5316229544777269
test_2024,lightgbm,0.2,0.7534246575342466,0.6641483389803192,0.6121445864957278
test_2024,lightgbm,0.3,0.8493150684931506,0.7627415785729406,0.6441954835110958
test_2024,catboost,0.01,0.09931506849315068,0.09559654251829117,0.30464842998177677
test_2024,catboost,0.02,0.17123287671232876,0.17613137737462228,0.3838196267533101
test_2024,catboost,0.05,0.3664383561643836,0.31642715330187904,0.4659591694302982
test_2024,catboost,0.1,0.5633561643835616,0.4653893265914705,0.531142398044538
test_2024,catboost,0.2,0.7517123287671232,0.6496229533947082,0.6031572888830341
test_2024,catboost,0.3,0.8544520547945206,0.7771040998932373,0.6532469377243104
test_2024,mlp,0.01,0.09417808219178082,0.09973594696437404,0.31787694043565273
test_2024,mlp,0.02,0.17465753424657535,0.1886186202906422,0.40802115112506365
test_2024,mlp,0.05,0.3544520547945205,0.3175824406460753,0.4726853164290934
test_2024,mlp,0.1,0.5273972602739726,0.46519006411639446,0.5359077154144167
test_2024,mlp,0.2,0.7328767123287672,0.6462326132392311,0.6044929740980781
test_2024,mlp,0.3,0.8236301369863014,0.7424117428040059,0.635511924460766
test_2024,xgboost,0.01,0.09075342465753425,0.09796332842937919,0.31483441861516576
test_2024,xgboost,0.02,0.1695205479452055,0.17180300396025186,0.3802714276272602
test_2024,xgboost,0.05,0.3595890410958904,0.32821924872212477,0.47980545803076874
test_2024,xgboost,0.1,0.5496575342465754,0.46589533018769297,0.5341173902660655
test_2024,xgboost,0.2,0.7585616438356164,0.6633639732871988,0.6145882302860501
test_2024,xgboost,0.3,0.8493150684931506,0.7602549050074395,0.6456140333873535
test_2024,native_catboost,0.01,0.0958904109589041,0.0887458265292831,0.28186120810421766
test_2024,native_catboost,0.02,0.17465753424657535,0.17189389844316333,0.3699831981446437
test_2024,native_catboost,0.05,0.3681506849315068,0.3292200308378045,0.4728980058540199
test_2024,native_catboost,0.1,0.5616438356164384,0.46550869344296925,0.5271309014942988
test_2024,native_catboost,0.2,0.7568493150684932,0.6595966638655998,0.6062183597158729
test_2024,native_catboost,0.3,0.8613013698630136,0.7699329494050089,0.6456188993631585
test_2024,text_structured_lgbm_duration,0.01,0.09075342465753425,0.0957114092702311,0.3277558625807429
test_2024,text_structured_lgbm_duration,0.02,0.1815068493150685,0.2087238465110307,0.4536869072257329
test_2024,text_structured_lgbm_duration,0.05,0.3732876712328767,0.33542537163100095,0.5074003908692404
test_2024,text_structured_lgbm_duration,0.1,0.571917808219178,0.49130175715733265,0.5730149556036442
test_2024,text_structured_lgbm_duration,0.2,0.7414383561643836,0.661081377586169,0.6314011083356842
test_2024,text_structured_lgbm_duration,0.3,0.8321917808219178,0.7681140849207565,0.6674274988350031
test_2024,weibull_aft,0.01,0.09417808219178082,0.10485717013452538,0.3359531500869676
test_2024,weibull_aft,0.02,0.1815068493150685,0.1753793455878802,0.39330375771503545
test_2024,weibull_aft,0.05,0.3664383561643836,0.33127299585869524,0.49097297635326376
test_2024,weibull_aft,0.1,0.5616438356164384,0.48400293449538545,0.5557893626294379
test_2024,weibull_aft,0.2,0.7277397260273972,0.6543573838380687,0.6157553488057822
test_2024,weibull_aft,0.3,0.8065068493150684,0.7494670984341396,0.6455828035153288
test_2024,mtdnn_survival,0.01,0.08561643835616438,0.0801766774005445,0.3052789331042719
test_2024,mtdnn_survival,0.02,0.14726027397260275,0.13327439325215476,0.3389295218157388
test_2024,mtdnn_survival,0.05,0.3133561643835616,0.29597192655978494,0.45401579450680685
test_2024,mtdnn_survival,0.1,0.4794520547945205,0.41893468155923014,0.4997754850879328
test_2024,mtdnn_survival,0.2,0.6832191780821918,0.6032871995815202,0.5744006358760263
test_2024,mtdnn_survival,0.3,0.809931506849315,0.730316391515762,0.6251055675716463
test_2024,direct_exposure_lgbm,0.01,0.0976027397260274,0.11514548643269762,0.3590146018210208
test_2024,direct_exposure_lgbm,0.02,0.18493150684931506,0.18545714729088209,0.41135039775162646
test_2024,direct_exposure_lgbm,0.05,0.3852739726027397,0.3425702224844612,0.5068648408642547
test_2024,direct_exposure_lgbm,0.1,0.577054794520548,0.4846420576960501,0.5603461448736772
test_2024,direct_exposure_lgbm,0.2,0.7636986301369864,0.6763830267420214,0.6348411159629057
test_2024,direct_exposure_lgbm,0.3,0.8544520547945206,0.786214376529816,0.672502255833424
test_2024,exposure_lambdamart,0.01,0.09931506849315068,0.10804659824712669,0.33471949320553307
test_2024,exposure_lambdamart,0.02,0.1780821917808219,0.1726137625057612,0.3826781965689491
test_2024,exposure_lambdamart,0.05,0.3664383561643836,0.3244559173959086,0.47831311551377276
test_2024,exposure_lambdamart,0.1,0.5667808219178082,0.4792700517474918,0.5471545768907662
test_2024,exposure_lambdamart,0.2,0.7636986301369864,0.6654693858086577,0.6187536202123257
test_2024,exposure_lambdamart,0.3,0.8578767123287672,0.779876284028817,0.6602474437636259
test_2024,finetuned_minilm,0.01,0.06164383561643835,0.053348256210867445,0.17602126078135075
test_2024,finetuned_minilm,0.02,0.1232876712328767,0.10543254629845743,0.22917989817454673
test_2024,finetuned_minilm,0.05,0.25,0.21920486043149423,0.3095237760156971
test_2024,finetuned_minilm,0.1,0.4571917808219178,0.4158389578162187,0.433605287473336
test_2024,finetuned_minilm,0.2,0.6815068493150684,0.6122882141895728,0.5230815768058588
test_2024,finetuned_minilm,0.3,0.791095890410959,0.7315341456095618,0.5714309013750928
test_2024,citer_detect,0.01,0.0976027397260274,0.10893673969716638,0.33516534415345534
test_2024,citer_detect,0.02,0.1797945205479452,0.18285632129000676,0.39742583949641475
test_2024,citer_detect,0.05,0.3784246575342466,0.332775977638981,0.4883957951025305
test_2024,citer_detect,0.1,0.571917808219178,0.485189379752445,0.5536231490816516
test_2024,citer_detect,0.2,0.7756849315068494,0.68336565415179,0.6329190258739208
test_2024,citer_detect,0.3,0.8613013698630136,0.7728534536485125,0.6586177354740724
